user_id,activity_slope,three_day_decline,consistency_score,momentum,days_active,total_days,avg_steps_last_7_days,avg_meditation_minutes,avg_sleep_hours,challenge_completion_rate,total_points_earned,social_engagement_score,social_interactions_count,response_rate_to_notifications,mood_correlation_with_exercise,user_type
user_0000,6.252989602565215e-05,0.0015957118787371938,0.9518903696116756,0.004801460015836256,30,30,8169.110940180329,5.166666666666667,7.569999999999999,0.4166666666666667,600,0.81,81,0.7229047659281109,0.7953181410275059,highly_engaged
user_0001,0.0005838621120975837,0.053194895745024895,0.9582170951036223,-0.002767160123446244,30,30,9177.94233059177,7.8,7.869999999999999,0.38461538461538464,650,0.92,92,0.5867127280426374,0.5964015807515319,highly_engaged
user_0002,0.00036668609197402065,0.01218228155365364,0.9583780285948258,0.015513762274704357,30,30,9219.288699725088,7.2,7.923333333333334,0.5384615384615384,950,0.9,90,0.8627562125345873,0.6103733248371219,highly_engaged
user_0003,0.0036244464497727463,0.026509196523747836,0.9533432744615538,0.005615891664028205,30,30,7763.579959767809,5.966666666666667,7.5633333333333335,0.45454545454545453,500,0.77,77,0.8548888046960847,0.8902620607600642,highly_engaged
user_0004,-0.0004117771216396766,0.01494171305318659,0.954758598596402,0.0009909294934541402,30,30,8896.472378096112,10.466666666666667,7.75,0.6153846153846154,1150,0.88,88,0.7736145691784186,0.6251906014714179,highly_engaged
user_0005,0.0027349379494970055,0.06446145850046014,0.9528977289801772,0.009741060790649403,30,30,7888.93250992151,6.433333333333334,7.540000000000001,0.2727272727272727,500,0.77,77,0.6712025904548602,0.5663799531889566,highly_engaged
user_0006,0.00398644364747477,-0.015821584591102167,0.9658025172857191,0.014942942635751355,30,30,9711.266711754382,13.633333333333333,7.843333333333335,0.2857142857142857,400,0.95,95,0.5813073132132032,0.5616838908104453,highly_engaged
user_0007,-6.948561571335736e-06,-0.020860675259390615,0.954410252019303,0.009724557640370834,30,30,9151.627230161363,11.966666666666667,7.77,0.6153846153846154,1450,0.9,90,0.8697560322645124,0.7169513904099907,highly_engaged
user_0008,0.0025219013122409007,0.02350944487741269,0.9458047877522298,0.017843842888038974,30,30,8540.334019151296,7.333333333333333,7.676666666666667,0.5,850,0.83,83,0.4048598211858106,0.5688936026872567,highly_engaged
user_0009,0.0005967188502835301,0.013700957462881136,0.958954106939395,0.005132580328983227,30,30,8795.679326151701,6.9,7.693333333333333,0.6923076923076923,1300,0.87,87,0.7792064336940654,0.45233667926025733,dropout
user_0010,0.0024656825326338583,-0.019685743455071902,0.9541899737838399,0.018981867336342217,30,30,9488.49057404371,5.966666666666667,7.8133333333333335,0.38461538461538464,850,0.92,92,0.5705198875613713,0.48113915181283357,highly_engaged
user_0011,0.006107859088123105,-0.049367939051834564,0.9630390962916762,0.013294646454281911,30,30,9305.875948213554,7.7,7.843333333333333,0.46153846153846156,700,0.91,91,0.5342341169790199,0.7044191509731395,highly_engaged
user_0012,-0.00622962946881324,0.00029060453508811257,0.9505265915252645,-0.021507802269930876,30,30,8191.244461225514,15.266666666666667,7.653333333333334,0.5833333333333334,1150,0.84,84,0.8552325025465288,0.40542679588390795,highly_engaged
user_0013,-0.002008521025212175,0.10813598006077374,0.9507360015130057,-0.02537748484461233,30,30,9027.084314435197,6.766666666666667,7.956666666666666,0.5384615384615384,950,0.92,92,0.41083443619330284,0.7690934466371042,highly_engaged
user_0014,-0.0059955872506905405,0.021231285849381387,0.9545229046569594,-0.030162999489974918,30,30,8901.092667940835,11.933333333333334,7.96,0.38461538461538464,700,0.92,92,0.500276492377554,0.42566000863641873,highly_engaged
user_0015,0.000885967628717399,-0.06510232847102393,0.9481364400278207,0.006342606047932686,30,30,8944.38810669736,9.4,8.013333333333334,0.6153846153846154,1100,0.88,88,0.3977600661974757,0.5056500796054961,highly_engaged
user_0016,-0.005065740353806596,-0.015714993392763832,0.9530099745075149,0.0037117381493173562,30,30,7667.071358415372,8.633333333333333,7.6066666666666665,0.36363636363636365,500,0.76,76,0.3533493817744714,0.6114332282201898,highly_engaged
user_0017,0.003804051190854585,2.1105186673864296e-05,0.9545393813765887,0.006592498357659848,30,30,8493.1126640888,7.9,7.903333333333333,0.3333333333333333,550,0.84,84,0.8481892493436656,0.8196321076523104,highly_engaged
user_0018,0.0005545896605286815,-0.0232825639630857,0.9563325996524714,0.014018008165533336,30,30,9515.780386166798,6.9,7.950000000000002,0.6428571428571429,1200,0.93,93,0.5392004738638375,0.5450178655736961,highly_engaged
user_0019,-0.001482306555679856,0.051002000593464714,0.9544612194590099,0.003622952144392344,30,30,8265.864710368218,4.2,7.793333333333335,0.5833333333333334,1000,0.82,82,0.4167533533548131,0.6384135572641563,highly_engaged
user_0020,-0.008665098673467177,0.047947842155516396,0.9469388312654701,-0.03439825552139142,30,30,8192.988336935912,11.266666666666667,7.506666666666667,0.6666666666666666,1250,0.85,85,0.8352121941525692,0.7211267784003881,highly_engaged
user_0021,-0.0006545747491139009,0.04881023381904992,0.9455430197887896,-0.006934522971408286,30,30,8290.814498845779,8.333333333333334,7.583333333333333,0.4166666666666667,750,0.83,83,0.5740567145022685,0.46738683751617655,highly_engaged
user_0022,-0.004811034202926691,-0.00752127060910357,0.9613153945234878,-0.02352843589036613,30,30,8882.399337686067,9.5,7.833333333333334,0.3076923076923077,550,0.91,91,0.7746632109532676,0.5539605265468166,highly_engaged
user_0023,-0.002445541945213752,0.03238324083746169,0.954541282430571,-0.013378588131795932,30,30,8041.717596949481,8.733333333333333,7.686666666666667,0.3333333333333333,750,0.81,81,0.7651545492748968,0.6499791929902464,highly_engaged
user_0024,-0.004792215740291904,0.03078793823563264,0.9472792037063525,-0.010232658912266213,30,30,8652.903873512769,6.533333333333333,7.653333333333332,0.6923076923076923,1250,0.87,87,0.6864753382971707,0.5307846326186388,highly_engaged
user_0025,-0.005873178568250045,0.025107492469407133,0.9565035021444964,-0.02124863181150949,30,30,8894.915232283029,8.9,7.863333333333332,0.5384615384615384,850,0.91,91,0.5479298133868251,0.6644249358312677,highly_engaged
user_0026,-0.004381044445819359,0.009891474416128587,0.94984813438605,-0.027336442248862114,30,30,9008.055668182627,8.4,7.669999999999999,0.6153846153846154,900,0.92,92,0.8188161014938482,0.6228310222949871,highly_engaged
user_0027,0.004126075197464806,-0.01355625688326223,0.9563799687129346,0.013312379232494842,30,30,7846.558457841691,7.1,7.566666666666667,0.5454545454545454,800,0.77,77,0.645727919098408,0.5076522469410345,highly_engaged
user_0028,-0.0038703796957382875,-0.021927763735005712,0.9446243999018756,0.0011697645765316178,30,30,7918.463427322096,7.3,7.620000000000001,0.2727272727272727,500,0.79,79,0.3704533486128681,0.8546646668635105,highly_engaged
user_0029,-0.003235475601923451,0.018832728372662477,0.9664655476866214,-0.0029873056975905365,30,30,9395.782059117093,13.766666666666667,7.89,0.21428571428571427,500,0.94,94,0.47947637433452994,0.7432160329869408,highly_engaged
user_0030,0.0014244509047912793,0.02987175185230817,0.9535654287332933,0.006782274011991829,30,30,8128.889493439067,8.333333333333334,7.616666666666665,0.25,500,0.8,80,0.857336600484288,0.7966231853201983,highly_engaged
user_0031,-0.0071169107169094525,-0.08005972816089013,0.9504280257736667,-0.03416554204545941,30,30,7249.55696407408,7.5,7.299999999999998,0.6363636363636364,900,0.75,75,0.7238519929851801,0.6772479474556363,highly_engaged
user_0032,0.001924255992898757,-0.020593984669701526,0.9617795230654255,0.013310617148653225,30,30,9274.477656741108,6.466666666666667,7.830000000000001,0.38461538461538464,800,0.91,91,0.8242943539527225,0.8202304150055151,highly_engaged
user_0033,-0.0001369896836439986,-0.040215238577305135,0.9526787631122278,0.0006523103553819354,30,30,9233.198380627768,10.6,7.816666666666666,0.6153846153846154,1150,0.92,92,0.7704158222341633,0.6251652059696713,highly_engaged
user_0034,-0.004025826550445826,0.025885173904294456,0.9527267276758214,-0.0204258102326087,30,30,8150.809116675433,8.8,7.546666666666666,0.75,1300,0.83,83,0.5172428909700715,0.7117877574773992,highly_engaged
user_0035,0.0007292422676651629,-0.0050295120396136594,0.9511448359346483,-0.004624280717162699,30,30,9162.152232157385,8.566666666666666,7.73,0.46153846153846156,900,0.92,92,0.4418111421965507,0.7691834892270768,highly_engaged
user_0036,0.0012442320141232224,0.0012121421447468528,0.9581297295829249,3.6747568022299504e-05,30,30,8000.385329402208,7.833333333333333,7.556666666666667,0.5,650,0.8,80,0.5006828763312021,0.7629597151851507,highly_engaged
user_0037,0.005024986400165021,-0.02800475574368133,0.9394276647662287,0.03148176795994806,30,30,9362.02619705,11.9,7.703333333333333,0.46153846153846156,1000,0.9,90,0.4613341399483606,0.5812398947982682,highly_engaged
user_0038,0.0016453742620425235,-0.0030532245020546966,0.9615317032898186,0.006243753323709744,30,30,9429.721311973111,9.066666666666666,7.8966666666666665,0.5,1250,0.93,93,0.8701209524197051,0.7637633604853795,highly_engaged
user_0039,0.005881495152353112,-0.002989371030271748,0.9490984798474776,0.021204785686880667,30,30,8959.761686112228,10.966666666666667,7.930000000000001,0.5384615384615384,950,0.87,87,0.35764296787176997,0.8596668427936097,highly_engaged
user_0040,0.002135565056463221,-0.003534571495685257,0.957018476701721,0.011805151598290098,30,30,9526.592005615013,11.366666666666667,7.873333333333332,0.35714285714285715,550,0.94,94,0.8305076004003833,0.5297206740106877,moderate
user_0041,-0.0010007059321023462,-0.010686391270810391,0.9544542588332009,-0.026698441845344534,30,30,9103.991516698943,9.9,7.796666666666667,0.2857142857142857,400,0.93,93,0.6259166186820686,0.4529601433905301,highly_engaged
user_0042,-0.004910514087275386,0.015353331736060016,0.959411747279671,-0.015430787065481621,30,30,9111.12239483259,10.066666666666666,7.8633333333333315,0.6153846153846154,900,0.92,92,0.45668923198973854,0.4163012704507781,highly_engaged
user_0043,-0.006027218898593653,-0.00015915583388881327,0.9478756056400178,-0.026531859032002725,30,30,8150.584177830757,9.966666666666667,7.736666666666667,0.5833333333333334,850,0.84,84,0.4823563115818428,0.8007711919967475,highly_engaged
user_0044,0.00824354123609407,0.006891446339036933,0.9469993063582302,0.0398533226276061,30,30,7834.837512217678,6.0,7.63,0.36363636363636365,450,0.74,74,0.6341656442712926,0.7804736964150465,highly_engaged
user_0045,0.004496757155352249,-0.0037960175201576796,0.953578129539808,0.02058674738521693,30,30,8880.475603109313,8.733333333333333,7.636666666666666,0.3076923076923077,450,0.86,86,0.7081628947662824,0.45427585421046984,highly_engaged
