user_id,activity_slope,three_day_decline,consistency_score,momentum,days_active,total_days,avg_steps_last_7_days,avg_meditation_minutes,avg_sleep_hours,challenge_completion_rate,total_points_earned,social_engagement_score,social_interactions_count,response_rate_to_notifications,mood_correlation_with_exercise,user_type
user_0000,6.252989602565215e-05,0.0015957118787371,0.9518903696116756,0.0048014600158362,30,30,8169.110940180329,5.166666666666667,7.569999999999999,0.4166666666666667,600,0.81,81,0.7229047659281109,0.7953181410275059,highly_engaged
user_0001,0.0005838621120975,0.0531948957450248,0.9582170951036224,-0.0027671601234462,30,30,9177.94233059177,7.8,7.869999999999999,0.3846153846153846,650,0.92,92,0.5867127280426374,0.5964015807515319,highly_engaged
user_0002,0.000366686091974,0.0121822815536536,0.9583780285948258,0.0155137622747043,30,30,9219.288699725088,7.2,7.923333333333334,0.5384615384615384,950,0.9,90,0.8627562125345873,0.6103733248371219,highly_engaged
user_0003,0.0036244464497727,0.0265091965237478,0.9533432744615538,0.0056158916640282,30,30,7763.579959767809,5.966666666666667,7.563333333333333,0.4545454545454545,500,0.77,77,0.8548888046960847,0.8902620607600642,highly_engaged
user_0004,-0.0004117771216396,0.0149417130531865,0.954758598596402,0.0009909294934541,30,30,8896.472378096112,10.466666666666669,7.75,0.6153846153846154,1150,0.88,88,0.7736145691784186,0.6251906014714179,highly_engaged
user_0005,0.002734937949497,0.0644614585004601,0.9528977289801772,0.0097410607906494,30,30,7888.93250992151,6.433333333333334,7.540000000000001,0.2727272727272727,500,0.77,77,0.6712025904548602,0.5663799531889566,highly_engaged
user_0006,0.0039864436474747,-0.0158215845911021,0.9658025172857192,0.0149429426357513,30,30,9711.266711754382,13.633333333333333,7.843333333333335,0.2857142857142857,400,0.95,95,0.5813073132132032,0.5616838908104453,highly_engaged
user_0007,-6.948561571335736e-06,-0.0208606752593906,0.954410252019303,0.0097245576403708,30,30,9151.627230161364,11.966666666666669,7.77,0.6153846153846154,1450,0.9,90,0.8697560322645124,0.7169513904099907,highly_engaged
user_0008,0.0025219013122409,0.0235094448774126,0.9458047877522298,0.0178438428880389,30,30,8540.334019151296,7.333333333333333,7.676666666666667,0.5,850,0.83,83,0.4048598211858106,0.5688936026872567,highly_engaged
user_0009,0.0005967188502835,0.0137009574628811,0.958954106939395,0.0051325803289832,30,30,8795.679326151701,6.9,7.693333333333333,0.6923076923076923,1300,0.87,87,0.7792064336940654,0.4523366792602573,dropout
user_0010,0.0024656825326338,-0.0196857434550719,0.95418997378384,0.0189818673363422,30,30,9488.49057404371,5.966666666666667,7.813333333333333,0.3846153846153846,850,0.92,92,0.5705198875613713,0.4811391518128335,highly_engaged
user_0011,0.0061078590881231,-0.0493679390518345,0.9630390962916762,0.0132946464542819,30,30,9305.875948213554,7.7,7.843333333333333,0.4615384615384615,700,0.91,91,0.5342341169790199,0.7044191509731395,highly_engaged
user_0012,-0.0062296294688132,0.0002906045350881,0.9505265915252644,-0.0215078022699308,30,30,8191.244461225514,15.266666666666667,7.653333333333334,0.5833333333333334,1150,0.84,84,0.8552325025465288,0.4054267958839079,highly_engaged
user_0013,-0.0020085210252121,0.1081359800607737,0.9507360015130056,-0.0253774848446123,30,30,9027.084314435197,6.766666666666667,7.956666666666666,0.5384615384615384,950,0.92,92,0.4108344361933028,0.7690934466371042,highly_engaged
user_0014,-0.0059955872506905,0.0212312858493813,0.9545229046569594,-0.0301629994899749,30,30,8901.092667940835,11.933333333333334,7.96,0.3846153846153846,700,0.92,92,0.500276492377554,0.4256600086364187,highly_engaged
user_0015,0.0008859676287173,-0.0651023284710239,0.9481364400278208,0.0063426060479326,30,30,8944.38810669736,9.4,8.013333333333334,0.6153846153846154,1100,0.88,88,0.3977600661974757,0.5056500796054961,highly_engaged
user_0016,-0.0050657403538065,-0.0157149933927638,0.9530099745075148,0.0037117381493173,30,30,7667.071358415372,8.633333333333333,7.606666666666666,0.3636363636363636,500,0.76,76,0.3533493817744714,0.6114332282201898,highly_engaged
user_0017,0.0038040511908545,2.1105186673864296e-05,0.9545393813765888,0.0065924983576598,30,30,8493.1126640888,7.9,7.903333333333333,0.3333333333333333,550,0.84,84,0.8481892493436656,0.8196321076523104,highly_engaged
user_0018,0.0005545896605286,-0.0232825639630857,0.9563325996524714,0.0140180081655333,30,30,9515.780386166798,6.9,7.950000000000002,0.6428571428571429,1200,0.93,93,0.5392004738638375,0.5450178655736961,highly_engaged
user_0019,-0.0014823065556798,0.0510020005934647,0.95446121945901,0.0036229521443923,30,30,8265.864710368218,4.2,7.793333333333335,0.5833333333333334,1000,0.82,82,0.4167533533548131,0.6384135572641563,highly_engaged
user_0020,-0.0086650986734671,0.0479478421555163,0.94693883126547,-0.0343982555213914,30,30,8192.988336935912,11.266666666666667,7.506666666666667,0.6666666666666666,1250,0.85,85,0.8352121941525692,0.7211267784003881,highly_engaged
user_0021,-0.0006545747491139,0.0488102338190499,0.9455430197887896,-0.0069345229714082,30,30,8290.814498845779,8.333333333333334,7.583333333333333,0.4166666666666667,750,0.83,83,0.5740567145022685,0.4673868375161765,highly_engaged
user_0022,-0.0048110342029266,-0.0075212706091035,0.9613153945234878,-0.0235284358903661,30,30,8882.399337686067,9.5,7.833333333333334,0.3076923076923077,550,0.91,91,0.7746632109532676,0.5539605265468166,highly_engaged
user_0023,-0.0024455419452137,0.0323832408374616,0.954541282430571,-0.0133785881317959,30,30,8041.717596949481,8.733333333333333,7.686666666666667,0.3333333333333333,750,0.81,81,0.7651545492748968,0.6499791929902464,highly_engaged
user_0024,-0.0047922157402919,0.0307879382356326,0.9472792037063524,-0.0102326589122662,30,30,8652.903873512769,6.533333333333333,7.653333333333332,0.6923076923076923,1250,0.87,87,0.6864753382971707,0.5307846326186388,highly_engaged
user_0025,-0.00587317856825,0.0251074924694071,0.9565035021444964,-0.0212486318115094,30,30,8894.915232283029,8.9,7.863333333333332,0.5384615384615384,850,0.91,91,0.5479298133868251,0.6644249358312677,highly_engaged
user_0026,-0.0043810444458193,0.0098914744161285,0.94984813438605,-0.0273364422488621,30,30,9008.055668182627,8.4,7.669999999999999,0.6153846153846154,900,0.92,92,0.8188161014938482,0.6228310222949871,highly_engaged
user_0027,0.0041260751974648,-0.0135562568832622,0.9563799687129346,0.0133123792324948,30,30,7846.558457841691,7.1,7.566666666666667,0.5454545454545454,800,0.77,77,0.645727919098408,0.5076522469410345,highly_engaged
user_0028,-0.0038703796957382,-0.0219277637350057,0.9446243999018756,0.0011697645765316,30,30,7918.463427322096,7.3,7.620000000000001,0.2727272727272727,500,0.79,79,0.3704533486128681,0.8546646668635105,highly_engaged
user_0029,-0.0032354756019234,0.0188327283726624,0.9664655476866214,-0.0029873056975905,30,30,9395.782059117091,13.766666666666667,7.89,0.2142857142857142,500,0.94,94,0.4794763743345299,0.7432160329869408,highly_engaged
user_0030,0.0014244509047912,0.0298717518523081,0.9535654287332932,0.0067822740119918,30,30,8128.889493439067,8.333333333333334,7.616666666666665,0.25,500,0.8,80,0.857336600484288,0.7966231853201983,highly_engaged
user_0031,-0.0071169107169094,-0.0800597281608901,0.9504280257736668,-0.0341655420454594,30,30,7249.55696407408,7.5,7.299999999999998,0.6363636363636364,900,0.75,75,0.7238519929851801,0.6772479474556363,highly_engaged
user_0032,0.0019242559928987,-0.0205939846697015,0.9617795230654256,0.0133106171486532,30,30,9274.477656741108,6.466666666666667,7.830000000000001,0.3846153846153846,800,0.91,91,0.8242943539527225,0.8202304150055151,highly_engaged
user_0033,-0.0001369896836439,-0.0402152385773051,0.9526787631122278,0.0006523103553819,30,30,9233.198380627768,10.6,7.816666666666666,0.6153846153846154,1150,0.92,92,0.7704158222341633,0.6251652059696713,highly_engaged
