user_id,activity_slope,three_day_decline,consistency_score,momentum,days_active,total_days,avg_steps_last_7_days,avg_meditation_minutes,avg_sleep_hours,challenge_completion_rate,total_points_earned,social_engagement_score,social_interactions_count,response_rate_to_notifications,mood_correlation_with_exercise,user_type
user_0000,-0.23988494217780862,-0.23835176019509716,0.7119428975378413,-0.23514601205799807,30,30,7264.905479207239,5.341615138950134,7.385586272085705,0.4166666666666667,600,0.81,81,0.7229047659281109,0.7953181410275059,moderate
user_0001,-0.31638555598429047,-0.26377452235136317,0.6412476770072344,-0.31973657821983414,30,30,8971.3492520692,7.311612247693427,7.164039505695259,0.3846153846153846,650,0.92,92,0.5867127280426374,0.5964015807515319,highly_engaged
user_0002,0.38795471123083525,0.39977030669251484,1.0,0.40310178741356556,30,30,9714.408128886063,6.699216195122723,7.347782583653266,0.5384615384615384,950,0.9,90,0.8627562125345873,0.6103733248371219,highly_engaged
user_0003,0.21104983794712023,0.23393458802109535,1.0,0.21304128316137574,30,30,7885.113180830774,5.98693463015413,7.216307413938148,0.4545454545454545,500,0.77,77,0.8548888046960847,0.8902620607600642,highly_engaged
user_0004,-0.05628452083429645,0.18476447742244967,0.5326780118518804,-0.009018863490969236,30,30,8396.274132485918,11.106726255303544,7.69307847859924,0.6153846153846154,1150,0.88,88,0.7736145691784186,0.6251906014714179,dropout
user_0005,-0.1689712697819622,-0.1072447492309991,0.781191521248718,-0.1619651469408098,30,30,8661.90818262281,7.142305214717595,6.044132841755408,0.2727272727272727,500,0.77,77,0.6712025904548602,0.5663799531889566,moderate
user_0006,0.11098837720567274,0.09118034896709594,1.0,0.12194487619394934,30,30,9230.933600956,13.478458677567847,8.375336940487637,0.2857142857142857,400,0.95,95,0.5813073132132032,0.5616838908104453,highly_engaged
user_0007,-0.17580536865234067,-0.19665909535015996,0.7786118319285336,-0.16607386245039854,30,30,9287.331877527384,12.645206850164769,7.3774550394881935,0.6153846153846154,1450,0.9,90,0.8697560322645124,0.7169513904099907,highly_engaged
user_0008,-0.025589586339744393,-0.004602042774572695,0.9176933001002444,-0.010267644763946392,30,30,9632.783551959883,8.779927922263191,7.280378394650803,0.5,850,0.83,83,0.4048598211858106,0.5688936026872567,highly_engaged
user_0009,-0.08655909935272063,-0.07345486074012304,0.8717982887363909,-0.08202323787402094,30,30,8875.454136527673,6.782137379348036,7.649655264633345,0.6923076923076923,1300,0.87,87,0.7792064336940654,0.4523366792602573,dropout
user_0010,-0.1450344290037209,-0.1671858549914266,0.8066898622474853,-0.1285182442000125,30,30,8750.076866864454,6.493695132151525,7.927152671437688,0.3846153846153846,850,0.92,92,0.5705198875613713,0.4811391518128335,moderate
user_0011,-0.39397022319580455,-0.44944602133576217,0.5629610140077486,-0.38678343582964575,30,30,9063.630250314762,8.2538033358675,8.32066009144427,0.4615384615384615,700,0.91,91,0.5342341169790199,0.7044191509731395,moderate
user_0012,0.24686292483310937,0.2533831588370107,1.0,0.23158475203199178,30,30,7906.2985670828975,15.57028404137244,7.441540683308268,0.5833333333333334,1150,0.84,84,0.8552325025465288,0.4054267958839079,struggling
user_0013,-0.041275911154376115,0.06886858993160969,0.9114686113838416,-0.06464487497377631,30,30,9983.049372705611,6.979883531125292,8.58995400413359,0.5384615384615384,950,0.92,92,0.4108344361933028,0.7690934466371042,highly_engaged
user_0014,0.3814414019127534,0.40866827501282516,1.0,0.35727398967346896,30,30,8270.076334061856,11.434994248231959,8.278877034351583,0.3846153846153846,700,0.92,92,0.500276492377554,0.4256600086364187,highly_engaged
user_0015,0.015421196281975292,-0.05056709981776591,0.9626716686810788,0.020877834701190593,30,30,9544.654858649723,8.857390525284233,8.1536105182294,0.6153846153846154,1100,0.88,88,0.3977600661974757,0.5056500796054961,highly_engaged
user_0016,0.020142933841712903,0.009493680802755602,0.9782186487030342,0.028920412344836704,30,30,7745.009282269649,7.814216116480389,7.222998372290426,0.3636363636363636,500,0.76,76,0.3533493817744714,0.6114332282201898,struggling
user_0017,-0.14654797914394144,-0.15033092514812207,0.8041873510417928,-0.14375953197713615,30,30,8698.97716472543,8.964627088744704,7.301915945431331,0.3333333333333333,550,0.84,84,0.8481892493436656,0.8196321076523104,moderate
user_0018,0.18293205381053268,0.15909490018691838,1.0,0.1963954723155374,30,30,9215.280309347274,7.687896794656476,8.101685748346563,0.6428571428571429,1200,0.93,93,0.5392004738638375,0.5450178655736961,highly_engaged
user_0019,0.03302435307468106,0.08550866022382556,0.9889678790893708,0.03812961177475316,30,30,7942.640927219553,3.786074919954254,7.322181801977343,0.5833333333333334,1000,0.82,82,0.4167533533548131,0.6384135572641563,highly_engaged
user_0020,-0.33948857302602614,-0.28287563219704276,0.616115356912911,-0.36522172987395046,30,30,8493.331910738332,11.72870531622285,7.216391590235091,0.6666666666666666,1250,0.85,85,0.8352121941525692,0.7211267784003881,highly_engaged
user_0021,-0.10123198053495369,-0.05176717196678989,0.8449656140029498,-0.107511928757248,30,30,8456.463281754046,7.596431727302138,6.845969879273682,0.4166666666666667,750,0.83,83,0.5740567145022685,0.4673868375161765,highly_engaged
user_0022,-0.541642698470762,-0.5443529348769388,0.42448373025565245,-0.5603601001582015,30,30,8861.763395722508,9.061405264932189,8.961323672544923,0.3076923076923077,550,0.91,91,0.7746632109532676,0.5539605265468166,moderate
user_0023,-0.19922593008908515,-0.16439714730640984,0.7577608942866996,-0.21015897627566735,30,30,8278.506887004396,9.433054669520192,7.627945964696131,0.3333333333333333,750,0.81,81,0.7651545492748968,0.6499791929902464,moderate
user_0024,-0.09706551409923088,-0.06148536012330638,0.8550059053474135,-0.10250595727120518,30,30,8279.315425257486,6.303227449477759,7.501380926636603,0.6923076923076923,1250,0.87,87,0.6864753382971707,0.5307846326186388,highly_engaged
user_0025,0.23994689943933617,0.2709275704769933,1.0,0.22457144619607677,30,30,7755.01334477829,7.6062757259869604,8.433021558521586,0.5384615384615384,850,0.91,91,0.5479298133868251,0.6644249358312677,highly_engaged
user_0026,0.6424162471399458,0.6566887660018936,1.0,0.619460849336903,30,30,7954.254805988874,8.501152526899265,7.8783558073255495,0.6153846153846154,900,0.92,92,0.8188161014938482,0.6228310222949871,highly_engaged
user_0027,-0.2654044489094534,-0.28308678099018036,0.6868494446060165,-0.2562181448744234,30,30,9008.14350651965,7.026732794381478,7.236243021845605,0.5454545454545454,800,0.77,77,0.645727919098408,0.5076522469410345,highly_engaged
user_0028,-0.0878559137530924,-0.1059132977923599,0.8606388658445214,-0.0828157694808226,30,30,8088.71656719641,7.8941393340832064,8.60400134186971,0.2727272727272727,500,0.79,79,0.3704533486128681,0.8546646668635105,highly_engaged
user_0029,0.2939717928234322,0.31603999679801803,1.0,0.2942199627277651,30,30,8331.96126313266,13.727639314004378,8.358853517463873,0.2142857142857142,500,0.94,94,0.4794763743345299,0.7432160329869408,highly_engaged
user_0030,-0.2148984192495359,-0.186451118302019,0.7372425585789661,-0.2095405961423353,30,30,8115.74250310734,8.383260104558396,7.70726679375217,0.25,500,0.8,80,0.857336600484288,0.7966231853201983,highly_engaged
user_0031,-0.1113332642314715,-0.1842760816754522,0.8462116722591047,-0.1383818955600215,30,30,7568.847447972351,7.6040777525192,7.144662354477578,0.6363636363636364,900,0.75,75,0.7238519929851801,0.6772479474556363,moderate
user_0032,0.7421944680606692,0.719676227398069,1.0,0.7535808292164238,30,30,9107.264483725678,5.734378031534954,7.846190091057471,0.3846153846153846,800,0.91,91,0.8242943539527225,0.8202304150055151,highly_engaged
user_0033,-0.09006220616578615,-0.13014045505944735,0.8627535466300855,-0.08927290612676037,30,30,8582.181378973684,12.564664380066926,7.5062977506127,0.6153846153846154,1150,0.92,92,0.7704158222341633,0.6251652059696713,moderate
user_0034,-0.10771031571423069,-0.07779931525949049,0.8490422385120365,-0.12411029939639359,30,30,8268.005332872843,8.663017652479693,7.506763098376179,0.75,1300,0.83,83,0.5172428909700715,0.7117877574773992,highly_engaged
user_0035,-0.10099759894891264,-0.10675635325619134,0.8494179947180707,-0.10635112193374034,30,30,8904.748583197998,8.21251504916979,8.712196593335833,0.4615384615384615,900,0.92,92,0.4418111421965507,0.7691834892270768,highly_engaged
user_0036,0.33741104939667127,0.33737895952729485,1.0,0.33620356495057035,30,30,8379.242040057676,8.384816796085993,7.160941460672567,0.5,650,0.8,80,0.5006828763312021,0.7629597151851507,moderate
user_0037,1.16017687550784,1.1271471333639937,1.0,1.186633657067623,30,30,10401.490989399372,11.815578528843995,7.664726057584874,0.4615384615384615,1000,0.9,90,0.4613341399483606,0.5812398947982682,moderate
user_0038,0.007831125646293832,0.003132526882196733,0.96771745467407,0.012429504707961033,30,30,9543.088874695397,9.227694831831727,7.67118680455798,0.5,1250,0.93,93,0.8701209524197051,0.7637633604853795,highly_engaged
user_0039,-0.08934144088972389,-0.0982123070723487,0.8538755438054006,-0.07401815035519639,30,30,8007.717374145045,11.528610663764676,7.301941466766134,0.5384615384615384,950,0.87,87,0.3576429678717699,0.8596668427936097,moderate
user_0040,-0.17906468354948255,-0.18473482010163095,0.7758182280957753,-0.16939509700765576,30,30,7846.5271772611695,12.799155949643637,6.35517663687038,0.3571428571428571,550,0.94,94,0.8305076004003833,0.5297206740106877,moderate
user_0041,0.26985950759322835,0.26017382225452035,1.0,0.24416177167998612,30,30,9600.761574588436,9.926995843896155,7.452130079167752,0.2857142857142857,400,0.93,93,0.6259166186820686,0.4529601433905301,highly_engaged
user_0042,0.010083894818410391,0.04517391550545541,0.8758513145611395,0.07162196461741288,30,30,11316.390608079779,10.102870473442286,6.439897938509762,0.6153846153846154,900,0.92,92,0.4566892319897385,0.4163012704507781,moderate
user_0043,-0.16967128314995678,-0.163803220085252,0.7842315413886547,-0.19017592328336588,30,30,8554.03666455361,9.109711098182274,7.861169287798475,0.5833333333333334,850,0.84,84,0.4823563115818428,0.8007711919967475,highly_engaged
user_0044,0.39268978519103725,0.39133769029398013,1.0,0.42429956658254936,30,30,7075.709780062936,6.30015036199986,7.346603631855542,0.3636363636363636,450,0.74,74,0.6341656442712926,0.7804736964150465,highly_engaged
user_0045,-0.0522553756127201,-0.0605481502882299,0.8968259967717357,-0.036165385382855395,30,30,8703.941771417123,8.827855142919795,7.604156563715421,0.3076923076923077,450,0.86,86,0.7081628947662824,0.4542758542104698,dropout
user_0046,0.0809331993411479,0.09697631881155569,1.0,0.0848037225382409,30,30,9925.693277008082,11.423367805296051,8.402777722624899,0.5384615384615384,900,0.9,90,0.7307977282901488,0.7789913988956918,highly_engaged
user_0047,-0.000981316507040013,0.016516649100040488,0.9577517803861042,-0.0039202532175683135,30,30,8527.261575613169,14.440066066514557,7.250983820643755,0.4615384615384615,800,0.9,90,0.5661413329737046,0.8784931902812283,highly_engaged
user_0048,0.036329278574731276,0.033222160922542175,0.9793097963548517,0.04609538046751077,30,30,9029.82212804205,10.552846152875832,8.369018858803226,0.5714285714285714,950,0.94,94,0.439545363214722,0.5787965517395536,highly_engaged
user_0049,0.12479612333935526,0.12776614301508918,1.0,0.09976120659457466,30,30,9046.87563047391,6.312657747336283,8.533004017902355,0.3846153846153846,750,0.89,89,0.7647346887718836,0.894683266660637,moderate
user_0050,-0.08755286143568693,-0.09075610184297853,0.8707881780510831,-0.09685356047167533,30,30,7320.253970875866,7.677064562960377,6.833957889980027,0.5,900,0.82,82,0.6792401707544975,0.678369630982455,moderate
user_0051,-0.22298805861196194,-0.29278327021923606,0.723383070665974,-0.22690195871012553,30,30,8133.08342577431,11.265365469794283,7.852128663611692,0.5833333333333334,750,0.84,84,0.4683591882185385,0.4621525024067873,highly_engaged
user_0052,-0.5699383572310776,-0.6072404325315419,0.38934671887793604,-0.5626016726020695,30,30,6929.4296566491375,7.352725706442075,7.008939490774939,0.6363636363636364,950,0.76,76,0.5780396322036983,0.6277028090210166,highly_engaged
user_0053,-0.029803083179906036,0.012436349557049364,0.9254856465801284,-0.022326464750757335,30,30,8083.128429695672,9.542475005249322,8.156551322819078,0.3076923076923077,450,0.89,89,0.8349607038096558,0.6474936199626745,highly_engaged
user_0054,-0.12232016819078168,-0.08989149342858677,0.8284922088769365,-0.11859494001658637,30,30,9869.954463122875,9.224060369568965,7.2731434002951,0.5384615384615384,1000,0.91,91,0.6822432604540745,0.4712957502476258,moderate
user_0055,0.2976439482846457,0.2947022429825727,1.0,0.2963694933066081,30,30,9577.205326654333,9.420697438490329,9.07866329444397,0.6153846153846154,1150,0.92,92,0.388289566417798,0.5164511758704966,moderate
user_0056,0.1604836325491481,0.10499860280069931,1.0,0.18574537575053993,30,30,10163.8536617503,5.288883168379614,8.587539818488727,0.5384615384615384,1050,0.9,90,0.6118012862356994,0.8027796898043575,highly_engaged
user_0057,0.3528660910795193,0.37027845361160133,1.0,0.32407903088303425,30,30,7811.620918331041,11.542768494872979,8.851899364614802,0.5,750,0.83,83,0.3333998251942355,0.7398064185842583,highly_engaged
user_0058,-0.521384691899857,-0.5028135563117697,0.42884835513659925,-0.506343824142998,30,30,8203.48496855662,7.963890129537175,8.229861040108549,0.2307692307692307,450,0.86,86,0.4824499274347903,0.5261664926953918,moderate
user_0059,0.15704173331044619,0.1813578662260561,1.0,0.14752433708306478,30,30,8133.923195306677,11.303775112572591,8.495847151205595,0.3076923076923077,500,0.87,87,0.8988210575636244,0.4225636046611853,highly_engaged
user_0060,0.21088583680844136,0.20747984637272218,1.0,0.19719091257893748,30,30,7631.492126062279,6.049997571066095,8.298978462544062,0.4545454545454545,600,0.77,77,0.5839907937416784,0.8852974146249466,highly_engaged
user_0061,0.05193240145922133,0.10354797555101312,1.0,0.04585982887989953,30,30,8005.954114488427,6.816469264910764,8.37733159821471,0.3636363636363636,500,0.76,76,0.6997326472579687,0.4923083382368537,highly_engaged
user_0062,-0.022812508415388948,-0.06422705609969975,0.9272552560280463,-0.030598624873931148,30,30,8409.53165862669,8.93174219330634,7.787607632552736,0.4166666666666667,750,0.85,85,0.5643393389171607,0.6361988263289453,highly_engaged
user_0063,0.034120157442121,0.03273313235202874,0.9921502411852965,0.0402468024082765,30,30,9933.759186366737,7.903234263847225,7.283507210057719,0.3846153846153846,550,0.92,92,0.7038086353967286,0.4268961403408973,struggling
user_0064,0.4720110427368949,0.5473521881331905,1.0,0.4452624984504264,30,30,9904.714685864228,6.9224363206467325,8.235434871090238,0.3076923076923077,600,0.92,92,0.3975026635116074,0.826841051357474,highly_engaged
